  BTCUSD_Yr1  ,  BTCUSD_Yr2  ,  BTCUSD_Yr3  ,  BTCUSD_Yr4  ,  BTCUSD_Yr5  ,  HashPrice_Yr1  ,  HashPrice_Yr2  ,  HashPrice_Yr3  ,  HashPrice_Yr4  ,  HashPrice_Yr5  
"167,646","348,682","298,332","1,046,276","749,386",66,39,29,14,48
"201,044","305,633","483,451","957,461","459,129",82,21,49,17,54
"181,961","167,931","661,485","1,154,021","677,723",79,42,58,12,62
"211,159","356,974","462,604","1,039,914","380,849",78,30,25,25,53
"228,113","155,623","434,691","596,693","608,423",80,26,26,16,55
"118,858","188,755","822,695","683,024","705,699",74,31,53,17,58
"69,338","327,367","577,734","489,142","533,854",69,31,33,15,57
"201,637","329,395","509,980","1,096,912","622,486",68,37,42,28,11
"60,205","341,729","599,290","1,041,123","714,556",64,22,47,12,41
"107,246","151,742","380,976","845,459","373,553",63,30,23,31,14
"168,471","110,956","433,603","408,054","497,368",37,32,22,19,73
"123,865","140,249","722,503","229,337","285,125",74,41,32,17,17
"199,765","374,789","493,629","272,719","613,913",71,12,27,17,43
"150,912","316,542","349,493","672,852","556,003",75,31,36,30,36
"138,975","288,625","624,656","1,069,735","352,617",73,37,45,32,64
"144,109","244,971","445,481","1,327,428","482,156",40,61,39,22,48
"175,679","339,647","565,012","436,241","700,137",90,14,24,29,65
"239,544","310,266","417,885","371,896","476,558",98,31,48,15,18
"218,808","351,455","618,224","1,349,460","558,576",57,37,32,13,45
"96,708","211,916","415,651","659,402","746,502",63,46,29,11,56
"135,360","393,530","-2,070","1,041,870","538,471",66,25,35,13,54
"174,746","247,749","631,169","779,432","738,917",63,41,27,24,63
"229,344","282,137","104,791","586,589","601,327",87,37,19,29,79
"107,851","229,743","916,194","603,405","487,152",44,38,27,16,30
"186,590","260,194","599,031","824,584","626,037",45,22,40,21,63
"131,979","161,448","215,440","693,057","816,001",71,20,42,27,36
"217,651","266,721","575,913","821,518","447,668",60,26,26,6,60
"100,877","324,482","544,395","515,620","878,581",82,46,34,21,70
"119,811","283,659","400,035","798,613","684,814",79,29,40,13,76
"149,603","171,173","423,452","589,485","715,804",83,37,14,22,43
"8,527","441,364","441,080","887,105","817,367",36,30,33,-1,59
"169,124","302,532","402,744","1,013,146","585,060",50,41,41,17,57
"230,170","298,523","550,738","956,153","514,292",54,31,36,17,51
"119,907","327,456","498,523","617,834","863,842",49,34,47,23,55
"138,348","451,613","547,739","774,843","474,548",81,25,42,24,62
"209,751","283,305","439,649","959,200","702,186",89,39,34,29,50
"187,079","193,475","543,879","633,138","563,948",102,44,30,15,21
"222,716","381,671","512,277","1,105,713","519,765",65,50,34,19,31
"166,732","381,779","381,385","657,756","451,178",86,54,35,20,19
"279,333","84,725","380,439","296,192","411,534",36,41,9,15,18
"234,385","66,610","472,767","890,957","569,875",50,30,29,19,31
"149,863","228,555","444,080","511,536","951,544",61,45,49,28,47
"148,004","368,595","571,195","551,390","892,105",126,42,44,10,37
"205,138","153,414","760,280","627,361","305,804",72,47,33,25,67
"80,631","101,526","579,956","1,054,512","862,606",50,52,20,14,39
"186,690","310,597","251,064","465,969","737,900",94,31,30,25,57
"206,453","222,567","298,389","1,127,585","592,423",95,20,52,44,41
"132,862","288,286","523,450","669,438","393,125",67,33,40,27,73
"96,070","346,244","411,564","666,118","437,753",95,31,32,11,70
"253,817","341,046","339,270","1,014,046","713,407",89,50,41,17,74
"192,920","207,416","402,273","796,033","454,739",101,37,33,23,42
"119,776","317,279","573,053","922,759","746,950",73,22,37,4,51
"131,701","269,223","332,170","830,474","510,365",84,26,40,14,22
"102,408","371,796","280,699","896,572","438,221",54,48,24,18,40
"226,970","369,124","508,817","832,055","494,634",76,33,20,21,50
"188,003","312,385","391,782","569,411","538,863",12,26,26,12,50
"135,923","357,633","777,299","992,675","498,984",74,77,13,24,79
"106,288","220,781","373,435","1,409,250","531,819",77,22,47,12,47
"148,544","150,149","527,128","499,298","569,313",98,31,42,22,39
"180,513","455,590","573,679","962,616","530,517",46,50,41,37,63
"226,382","315,912","484,403","446,852","599,772",49,44,45,26,50
"148,799","328,153","579,005","1,096,527","395,151",60,51,19,30,55
"69,485","366,403","487,332","810,927","767,913",61,47,30,36,84
"220,718","348,165","498,147","726,222","315,370",72,36,51,22,72
"238,163","166,859","449,789","446,264","832,366",97,47,47,29,44
"130,962","259,122","398,804","421,502","444,238",68,46,52,32,60
"113,540","143,598","628,136","550,010","499,028",18,32,36,25,60
"186,588","169,014","403,704","416,037","824,817",62,22,15,16,51
"142,482","378,477","496,754","827,933","660,545",64,32,27,23,55
"167,486","290,264","290,371","974,964","725,013",66,37,20,19,59
"149,280","150,377","599,155","958,667","381,238",52,22,26,32,52
"156,996","233,429","519,781","1,149,464","391,079",141,17,38,17,42
"240,957","390,615","238,551","465,736","412,254",89,23,46,28,62
"174,229","311,381","563,043","984,519","194,004",50,37,43,22,62
"91,413","385,033","464,421","585,214","558,097",80,24,17,24,57
"92,938","323,376","616,114","796,399","651,146",56,36,28,19,38
"181,892","322,059","265,875","713,432","836,025",116,33,18,22,81
"103,600","329,734","511,328","745,371","860,449",47,18,38,10,78
"265,799","351,639","581,743","267,341","281,923",18,41,33,18,55
"165,703","349,079","633,571","699,808","605,943",139,55,14,17,34
"193,952","316,644","375,095","903,679","517,338",105,42,38,16,66
"170,675","287,326","310,518","539,845","425,760",75,21,19,16,35
"175,699","205,133","560,517","812,644","588,292",92,26,31,11,63
"148,568","114,747","532,569","587,775","459,291",78,42,33,27,68
"61,364","342,332","320,121","492,695","324,171",111,18,43,35,20
"145,255","263,267","3,921","975,398","894,437",95,40,24,32,48
"40,321","249,483","606,506","422,879","742,234",92,18,33,26,57
"179,408","245,983","519,160","993,399","633,571",88,43,51,22,36
"217,602","363,984","520,647","752,838","449,709",63,41,29,12,82
"87,608","112,758","340,390","784,187","882,379",71,5,29,13,75
"181,393","188,958","158,035","662,924","469,320",89,33,24,27,41
"183,301","230,118","368,295","755,449","616,690",70,26,37,16,34
"182,305","260,098","324,991","559,780","564,829",93,31,30,21,70
"154,360","273,101","378,855","975,557","647,934",22,43,19,17,58
"117,974","281,592","521,593","1,113,718","896,364",80,51,49,21,64
"190,701","282,298","480,810","572,188","560,139",70,45,38,18,10
"134,775","296,043","394,114","975,569","285,778",61,42,28,20,43
"204,370","226,668","496,821","1,098,732","941,333",99,32,31,24,55
"176,106","241,272","715,770","390,713","587,856",45,40,24,18,39
"54,443","432,338","67,163","769,757","897,878",57,34,15,28,60
"182,779","244,821","567,562","418,521","796,013",27,30,44,25,63
"95,619","280,064","326,666","1,066,167","641,200",28,51,35,9,31
"256,213","196,364","465,076","1,052,139","1,009,375",60,41,37,12,42
"96,360","292,405","346,015","834,625","389,120",58,18,46,35,20
"162,312","299,267","623,425","779,529","593,879",35,43,22,19,64
"165,161","244,333","665,753","754,869","872,155",77,33,38,21,23
"168,338","327,133","414,014","-7,756","572,529",56,35,35,11,58
"216,211","158,135","622,620","914,878","656,728",74,42,24,21,33
"173,424","187,959","500,097","181,196","487,583",103,34,21,32,17
"190,478","142,888","506,328","851,055","82,193",73,42,27,9,37
"277,349","390,559","349,351","656,548","542,154",80,42,12,14,57
"202,378","420,548","384,495","690,249","561,250",79,25,24,28,36
"137,920","261,178","535,011","631,968","430,676",52,49,29,26,30
"107,310","293,640","496,463","434,181","647,001",40,17,13,19,53
"160,956","333,736","643,417","446,365","553,925",76,64,19,24,30
"113,391","157,907","458,086","1,156,360","689,028",74,11,30,10,40
"191,409","241,163","653,375","985,179","525,352",71,32,10,15,49
"96,902","199,032","672,319","884,673","498,834",74,15,39,17,35
"147,765","174,521","309,020","647,020","985,416",88,38,47,41,85
"171,630","281,717","329,185","716,281","833,667",56,36,33,18,40
"128,381","358,748","671,811","624,218","707,956",48,58,28,24,24
"146,904","172,102","544,258","416,207","1,143,226",48,52,20,30,39
"61,555","243,893","306,348","942,300","776,331",64,26,23,24,58
"225,564","259,535","413,679","739,628","641,478",77,43,29,25,9
"70,645","487,608","326,181","356,525","893,170",20,27,31,22,52
"96,904","262,928","627,397","349,870","497,380",77,44,46,26,42
"191,687","319,559","696,675","649,007","376,179",79,33,32,23,67
"59,847","331,489","471,681","671,449","728,228",54,9,15,24,8
"105,069","465,737","524,842","803,389","619,241",67,52,41,10,32
"169,342","185,274","462,392","1,323,917","504,257",45,49,49,20,52
"147,897","315,326","618,658","818,964","788,144",91,34,33,15,50
"186,326","323,002","595,847","660,302","463,229",99,31,38,11,52
"121,197","191,058","614,385","1,053,583","330,948",53,49,32,20,56
"160,633","383,395","571,497","728,096","746,860",69,36,43,18,13
"165,287","126,072","543,927","806,548","485,393",62,33,35,14,43
"157,593","265,784","401,133","780,795","646,776",42,33,46,17,54
"121,149","418,083","504,992","718,133","856,864",52,47,35,24,69
"161,922","229,877","151,320","185,088","536,938",72,43,34,29,47
"163,073","436,806","409,642","434,488","859,661",59,25,31,16,70
"83,354","100,839","548,094","777,136","736,274",61,43,26,16,43
"196,483","172,814","588,727","612,275","860,001",83,23,48,18,34
"161,624","238,099","412,831","629,304","524,663",38,32,35,16,65
"235,570","210,934","536,821","297,746","362,981",50,50,46,14,70
"195,198","211,580","556,631","1,166,462","924,527",91,41,34,31,38
"216,070","217,191","564,276","577,700","618,656",50,22,31,15,38
"166,176","261,220","509,475","652,655","638,154",56,57,35,28,74
"123,604","465,618","367,441","393,555","805,353",51,30,22,29,31
"125,261","155,036","446,717","329,091","529,930",53,6,48,25,67
"151,511","327,031","325,139","509,776","417,123",63,30,34,27,56
"97,216","326,923","404,184","992,941","684,365",44,31,22,21,39
"99,120","215,242","614,888","1,142,084","713,537",59,20,30,25,52
"143,845","412,776","478,829","847,502","832,997",80,40,33,18,50
"195,407","230,652","447,423","530,864","509,859",67,20,8,20,46
"186,998","276,804","506,264","597,850","823,207",9,35,57,33,48
"94,078","258,917","497,955","631,999","619,051",32,34,69,19,34
"130,810","348,847","533,736","126,910","827,948",56,64,40,17,37
"226,166","158,112","535,003","857,463","1,057,067",35,13,24,27,47
"200,341","143,981","888,365","436,219","546,388",49,43,59,27,95
"184,426","158,003","124,135","796,579","626,049",78,8,22,15,38
"90,569","230,412","834,984","986,846","635,844",76,43,31,10,57
"93,875","459,902","472,398","1,215,373","525,226",75,33,40,28,45
"176,021","169,651","453,996","902,324","620,569",69,52,27,19,49
"190,798","130,623","319,426","720,812","352,830",85,34,41,29,19
"282,902","273,026","127,257","876,821","761,818",69,38,43,20,71
"176,046","304,785","458,831","888,615","422,624",59,46,30,19,54
"229,457","187,247","282,971","837,526","335,365",53,31,44,16,59
"63,392","130,255","101,217","1,123,841","1,060,581",47,40,16,32,18
"174,294","489,808","449,847","801,977","1,071,772",80,55,37,17,62
"167,133","388,075","460,264","239,425","398,459",72,49,37,25,37
"125,058","158,890","568,741","376,993","793,981",84,33,28,13,81
"146,632","179,504","634,002","811,244","801,046",84,50,48,24,36
"199,567","316,927","620,104","360,801","488,496",110,44,32,17,35
"193,398","392,241","302,959","954,394","792,295",83,35,20,24,54
"145,987","205,104","402,751","798,757","272,950",64,22,44,26,40
"198,822","344,226","540,495","481,175","734,279",64,14,53,18,48
"98,939","399,236","350,885","1,105,380","462,360",32,14,33,20,65
"221,074","390,405","249,546","810,186","587,449",63,53,39,23,58
"205,508","295,836","479,587","1,039,342","566,647",80,34,20,13,52
"169,486","255,953","539,962","1,071,772","714,917",15,21,11,19,50
"269,301","441,606","325,264","711,919","505,753",86,37,20,13,59
"92,885","209,645","208,264","956,915","613,819",63,57,38,32,64
"140,874","262,523","433,848","997,921","648,222",67,43,35,29,64
"120,650","262,503","610,886","1,022,477","572,953",53,16,47,36,48
"139,855","364,063","266,839","852,084","819,112",73,4,40,27,49
"160,814","196,664","659,097","580,507","256,473",79,37,29,15,54
"119,043","133,971","270,273","285,531","367,316",91,53,34,22,79
"163,775","371,928","558,875","1,031,738","704,549",29,26,25,19,50
"194,973","208,809","452,583","1,029,559","526,792",87,33,39,11,50
"160,711","319,648","531,050","823,363","554,892",86,21,20,33,63
"266,512","250,485","609,640","596,048","297,919",68,45,38,19,50
"220,856","250,419","661,078","674,042","473,641",15,29,49,28,62
"128,563","264,323","427,579","642,617","807,971",70,28,28,28,22
"146,149","262,207","337,243","639,377","376,897",99,52,33,28,53
"213,526","297,259","489,795","782,888","466,372",71,34,18,14,42
"204,779","93,964","694,156","-49,275","665,607",71,68,28,23,32
"154,435","268,878","268,840","707,773","779,178",83,32,38,28,47
"192,980","152,268","346,567","1,169,835","587,357",75,27,11,9,18
"197,710","271,469","401,728","701,292","911,721",74,38,66,26,57
"23,180","236,489","561,260","852,926","519,117",99,50,36,20,16
"120,632","305,020","828,883","470,680","419,638",98,28,40,27,88
"92,798","202,787","400,902","943,915","230,223",71,62,53,28,67
"149,247","173,757","572,692","296,473","498,603",49,18,42,35,35
"103,506","199,452","485,459","867,871","638,090",92,53,63,20,61
"180,753","343,925","313,099","457,911","623,217",55,25,34,12,63
"109,761","231,412","317,942","490,192","582,228",59,52,37,16,26
"112,638","339,314","337,771","774,629","323,158",43,18,33,23,68
"121,614","247,432","684,389","754,555","541,107",73,23,22,16,37
"151,521","284,607","429,868","480,486","682,547",35,59,8,28,60
"152,861","233,199","297,870","809,313","603,574",56,44,30,13,59
"200,460","291,500","224,721","856,672","859,680",97,27,17,23,61
"56,776","151,828","402,569","538,192","415,142",40,28,60,19,46
"134,491","262,672","392,652","435,477","535,236",67,22,11,26,60
"83,166","274,135","369,713","486,234","501,655",80,46,22,21,64
"93,124","294,380","514,828","613,950","654,178",93,40,50,4,31
"263,371","133,107","424,416","868,815","730,153",96,37,21,29,52
"179,216","258,860","196,390","623,895","813,156",86,60,35,16,5
"159,356","366,113","224,437","1,273,455","645,698",66,35,19,33,58
"145,467","425,400","400,127","826,580","989,398",76,60,19,15,38
"139,391","318,318","517,939","491,438","416,734",101,22,30,21,55
"210,687","329,285","582,254","899,825","669,775",83,43,36,15,22
"160,272","211,658","375,477","-269,949","750,363",75,51,34,13,57
"153,066","149,089","613,061","695,103","494,040",34,44,30,42,49
"102,612","208,844","244,422","455,933","845,399",115,35,36,16,19
"152,188","247,970","354,224","387,333","629,978",26,47,69,29,47
"136,078","329,368","623,948","629,570","442,392",64,33,37,23,31
"180,315","299,572","388,653","477,371","309,887",52,25,40,26,37
"158,737","228,023","579,115","807,099","546,722",46,58,35,16,72
"199,075","232,412","396,350","834,897","685,204",48,39,50,16,41
"101,325","95,377","407,332","346,635","709,795",80,24,27,26,85
"211,375","378,348","353,632","645,587","688,767",69,21,41,23,36
"150,803","315,990","501,949","645,857","852,852",62,33,36,5,43
"80,163","311,382","560,505","912,102","859,888",82,38,34,20,65
"80,464","128,332","570,857","695,755","336,613",58,46,35,14,59
"109,914","174,478","500,489","609,692","515,315",96,35,51,19,54
"173,275","278,787","403,171","879,863","1,054,626",18,27,35,21,87
"94,836","348,585","514,223","1,072,324","612,075",102,32,31,16,68
"103,995","153,028","645,284","539,792","609,615",72,83,34,26,56
"172,742","219,516","536,825","842,751","660,178",97,36,23,23,68
"114,811","181,152","394,847","395,273","941,202",70,48,13,26,18
"77,604","292,807","894,708","711,007","561,789",84,30,41,23,43
"132,321","122,901","354,592","1,064,238","887,330",59,17,42,17,49
"132,514","284,391","381,984","911,360","613,222",75,9,31,30,47
"152,590","353,294","372,605","328,943","412,656",52,37,43,17,66
"56,131","61,848","480,244","597,188","818,985",93,34,24,23,43
"184,930","227,828","479,705","891,963","447,771",46,39,40,38,65
"237,520","242,789","507,231","1,219,622","925,502",68,20,36,14,65
"81,453","284,765","680,182","477,623","628,725",34,38,46,25,34
"124,422","61,109","573,552","720,851","601,771",74,45,36,19,70
"191,591","243,830","578,510","741,486","696,293",45,31,21,19,24
"212,600","241,314","664,090","539,080","572,336",47,33,29,20,23
"188,238","283,462","536,214","1,143,710","379,840",88,43,25,6,48
"183,281","322,785","536,143","584,871","750,821",80,29,16,22,45
"175,098","213,399","480,186","735,707","749,068",74,17,43,18,8
"206,720","368,344","428,862","740,401","637,468",44,52,29,9,36
"171,198","248,387","433,260","727,740","228,268",49,40,31,19,54
"133,399","263,420","546,725","976,237","336,860",84,26,46,26,36
"258,388","281,688","360,016","225,873","375,727",82,40,34,22,54
"167,145","227,898","708,272","578,669","568,199",59,50,1,16,41
"207,671","340,029","372,442","498,414","474,351",69,45,26,20,51
"211,036","210,977","399,023","185,249","629,985",57,34,40,27,28
"133,758","425,659","632,825","913,448","565,319",100,39,38,17,35
"170,232","174,285","474,180","554,005","477,279",52,42,42,14,-2
"96,030","279,983","605,076","729,087","587,926",47,42,40,27,63
"122,983","299,394","273,815","717,410","531,868",32,36,14,11,42
"216,187","368,506","177,401","567,529","624,220",44,11,33,18,52
"169,610","179,658","569,625","896,129","642,994",20,52,35,12,67
"61,708","198,711","633,723","383,731","390,681",72,59,46,23,45
"168,588","166,434","620,133","560,233","464,074",66,12,16,25,67
"211,483","276,214","746,204","965,187","765,713",79,38,40,26,20
"113,591","294,960","844,007","666,303","502,970",68,43,32,19,60
"199,480","174,367","410,218","1,277,731","412,757",82,34,17,23,41
"118,609","250,045","431,232","782,534","703,706",50,43,31,17,39
"169,894","221,096","527,794","824,301","689,767",88,39,41,22,52
"217,431","50,479","356,626","1,308,139","541,029",73,30,40,13,51
"179,431","297,359","202,261","600,211","818,849",60,25,34,7,81
"122,986","179,332","467,539","578,869","561,742",23,58,38,23,59
"173,697","266,914","529,003","863,655","780,654",83,33,51,12,29
"82,401","203,913","664,743","711,918","385,608",78,18,46,23,54
"115,002","412,564","151,544","731,113","525,997",101,20,17,17,75
"112,383","371,131","124,260","568,887","410,710",110,35,35,38,58
"142,559","380,825","722,020","190,796","705,395",62,13,26,12,65
"110,986","291,736","183,587","773,945","466,663",99,30,32,20,10
"151,612","224,790","301,601","853,235","581,442",76,52,43,5,52
"255,708","144,540","76,435","379,379","820,818",72,39,23,14,61
"235,456","340,973","444,934","782,339","939,260",9,37,32,17,13
"154,759","328,499","327,809","825,948","465,497",81,40,13,15,60
"59,103","249,532","438,186","952,246","676,783",48,51,-3,20,56
"149,740","229,599","418,446","623,786","906,389",57,51,31,20,65
"151,808","230,990","404,428","704,398","422,545",79,49,43,20,71
"235,144","201,396","750,848","1,207,562","705,510",53,60,35,38,59
"118,130","303,409","443,594","570,224","467,946",53,13,32,10,76
"142,374","303,321","493,803","599,917","203,388",101,44,38,17,55
"61,062","187,198","718,101","709,138","680,381",44,50,60,17,42
"139,486","417,927","720,457","1,037,190","1,022,275",81,31,35,26,58
"94,119","231,122","507,225","939,336","678,179",88,27,43,21,73
"147,384","193,264","334,109","28,933","526,591",57,25,40,30,56
"133,871","398,957","670,522","791,901","772,132",54,24,21,24,48
"135,694","287,419","154,279","918,625","189,370",50,39,28,16,50
"223,994","203,487","477,053","693,201","410,128",81,36,46,28,21
"74,539","272,450","141,954","1,078,383","258,697",75,35,35,26,50
"153,289","337,896","561,082","873,883","358,988",21,18,48,17,51
"228,375","426,655","694,415","749,533","650,875",26,36,32,15,29
"137,323","291,526","416,520","810,849","495,452",54,50,40,20,47
"75,774","505,539","295,808","740,438","465,539",24,38,18,24,67
"261,743","286,041","646,787","839,727","625,394",18,27,18,23,45
"124,473","301,658","344,089","760,193","615,873",78,64,37,22,60
"80,870","214,058","199,533","590,553","993,390",70,19,45,18,54
"240,477","281,794","540,809","531,844","775,893",79,55,21,18,31
"197,507","415,020","216,318","583,788","971,637",82,18,27,20,46
"151,399","194,566","579,123","602,588","619,697",45,55,29,9,34
"176,825","210,615","362,377","569,066","464,677",74,42,49,23,93
"171,006","232,676","450,260","471,128","721,340",58,39,42,12,45
"133,767","345,689","309,595","541,428","524,809",72,50,50,25,45
"127,197","313,393","519,826","583,443","650,342",73,38,29,27,42
"128,231","255,545","482,491","305,645","574,060",80,55,44,21,61
"166,893","207,152","31,055","695,044","414,837",64,33,37,13,46
"158,584","353,995","495,498","470,886","753,724",5,34,41,22,51
"113,313","207,152","484,789","621,640","642,017",52,46,44,16,40
"104,592","325,211","604,112","543,597","799,812",90,57,37,24,76
"181,951","490,999","596,094","600,545","768,309",70,61,34,14,59
"173,784","285,306","525,622","567,960","733,348",68,55,25,19,53
"213,189","216,657","251,799","922,972","940,047",63,40,31,17,40
"134,210","461,920","515,480","545,050","703,392",42,26,27,17,50
"266,960","271,281","618,195","580,262","545,241",57,28,38,35,72
"60,041","297,433","465,361","714,910","311,980",82,19,50,22,21
"53,257","150,161","555,153","566,904","394,011",86,49,39,21,74
"220,783","266,070","357,503","675,256","566,826",36,52,25,19,28
"162,215","109,350","180,741","802,882","810,212",93,47,23,14,44
"216,204","262,767","559,479","1,079,372","584,806",56,40,24,26,57
"227,653","252,383","342,301","892,518","739,649",69,46,42,20,50
"264,839","245,382","348,179","465,084","426,132",47,18,38,8,51
"183,798","242,798","537,475","594,382","720,891",90,23,38,33,47
"137,624","348,293","520,877","487,474","829,886",87,39,28,30,54
"146,279","298,258","694,597","1,254,738","582,871",81,29,28,19,56
"186,021","273,486","174,898","862,396","569,210",70,40,32,19,80
"203,739","338,255","424,434","795,468","685,297",107,29,45,26,75
"82,210","2,267","700,009","946,828","574,004",39,44,32,13,58
"185,142","347,234","595,758","306,938","340,404",81,50,32,23,28
"147,140","170,808","572,168","447,828","218,288",94,43,38,19,49
"98,326","214,681","596,137","888,735","622,788",72,30,37,12,44
"143,625","175,251","774,593","457,850","835,865",45,29,32,17,53
"149,366","176,662","577,459","907,548","778,237",85,23,19,13,57
"231,731","180,728","425,962","826,386","726,915",72,58,32,10,19
"162,558","297,835","585,246","875,629","215,513",58,31,45,38,25
"164,815","301,362","104,024","1,137,957","876,913",46,30,29,26,34
"129,354","264,914","343,048","799,831","174,137",73,5,44,20,65
"102,845","418,003","466,696","422,676","865,524",77,56,31,31,35
"107,376","328,118","680,517","699,383","688,300",62,35,52,18,47
"110,617","312,357","601,907","783,496","412,804",64,43,31,28,74
"89,221","304,715","396,399","1,002,870","461,376",86,32,26,20,11
"214,993","271,957","426,533","687,323","433,525",73,44,30,33,35
"208,774","263,532","348,903","658,942","682,685",66,24,29,24,80
"72,003","377,154","596,186","970,738","723,127",51,30,44,22,65
"70,738","279,682","491,161","749,016","264,728",79,20,10,28,88
"165,771","258,840","723,969","697,041","230,941",34,29,30,12,60
"184,730","388,403","398,392","519,381","863,483",46,36,30,19,44
"170,791","180,488","526,155","623,822","613,993",71,27,31,12,33
"166,806","323,195","388,292","56,609","289,693",79,46,34,21,31
"174,717","339,030","692,754","577,984","1,041,738",97,30,46,11,60
"148,513","215,393","535,519","690,381","448,003",55,27,37,25,23
"138,149","394,523","945,215","960,379","677,288",63,34,46,16,71
"104,048","213,643","450,974","999,594","577,966",53,50,17,27,40
"127,596","322,640","640,145","491,199","523,826",79,40,18,20,55
"243,678","348,655","495,793","907,021","782,966",38,40,26,25,51
"117,354","320,809","548,575","893,960","194,554",76,21,21,13,55
"171,459","347,633","528,454","859,933","337,637",116,34,31,16,36
"170,640","283,930","490,511","677,105","562,224",73,6,23,18,49
"147,357","298,051","196,986","653,032","756,121",17,31,40,22,69
"173,932","232,670","41,605","1,025,261","505,030",100,37,30,20,44
"140,654","248,330","585,591","787,227","936,616",83,27,15,19,37
"102,195","141,250","896,610","354,523","757,195",68,47,23,22,43
"209,944","202,253","431,100","299,294","565,850",53,29,36,22,63
"192,037","205,193","350,573","513,736","877,284",77,46,35,21,63
"145,846","385,909","434,168","685,138","768,842",44,26,42,8,50
"193,008","232,310","429,936","524,576","704,796",54,57,24,25,52
"201,688","298,999","321,638","1,072,351","904,773",103,21,48,22,38
"252,842","233,084","663,285","1,000,674","664,223",33,39,29,29,45
"181,804","176,709","410,169","637,905","797,271",75,44,22,20,79
"53,177","268,261","257,917","632,006","173,248",77,29,24,8,42
"108,642","320,961","739,708","689,874","584,468",40,49,28,11,40
"286,279","279,111","640,747","711,974","588,681",68,25,14,15,46
"142,652","316,910","578,106","1,088,641","554,039",79,48,19,20,38
"271,463","139,959","296,293","1,010,782","835,942",49,31,43,24,50
"186,767","79,031","266,552","847,428","931,362",41,42,27,27,53
"271,331","271,941","420,482","763,139","762,066",58,49,19,14,54
"96,292","188,261","74,926","458,603","500,887",72,34,27,27,36
"113,514","380,123","424,043","969,708","618,361",101,49,20,23,42
"134,864","257,315","580,047","324,976","732,683",75,31,41,30,14
"116,761","207,341","232,952","310,894","649,445",38,22,23,35,43
"186,094","332,412","665,537","1,001,203","578,911",31,54,39,14,70
"131,466","258,715","461,604","577,760","238,107",100,12,48,26,51
"145,746","101,191","606,255","1,208,557","370,461",82,32,30,31,36
"144,920","236,495","119,633","1,481,249","855,264",74,39,18,29,55
"215,058","58,916","406,544","463,877","629,435",88,56,37,18,51
"184,974","204,768","687,516","1,112,789","589,348",86,42,41,13,8
"83,865","260,459","504,132","614,427","488,689",115,48,27,19,24
"127,197","290,562","618,260","749,208","829,818",86,43,33,20,48
"197,310","282,115","469,473","427,911","604,460",75,20,14,10,50
"127,473","170,056","698,727","923,496","180,345",89,40,38,33,77
"147,805","191,297","670,876","665,771","457,054",86,35,38,19,48
"235,078","296,270","539,318","774,596","565,546",75,20,31,1,20
"124,559","310,914","163,860","712,622","572,437",94,20,22,18,50
"208,524","226,758","602,175","648,342","640,821",54,5,34,15,72
"190,131","397,053","287,464","975,488","643,652",62,50,34,7,79
"146,676","411,190","431,329","475,801","450,030",134,36,39,15,55
"210,031","401,889","263,875","333,235","953,700",94,10,14,29,61
"165,415","109,294","774,923","831,298","600,575",47,28,43,28,44
"94,648","353,304","374,375","860,347","461,704",38,15,47,14,26
"104,863","244,887","590,720","1,158,886","955,367",86,29,62,23,51
"145,541","101,743","795,099","738,988","719,188",123,33,32,21,46
"159,666","321,415","682,155","667,275","529,876",29,3,47,20,48
"168,499","154,325","214,731","972,811","819,723",65,54,34,13,63
"169,088","346,288","396,170","1,019,069","693,019",45,39,20,12,38
"214,601","267,846","182,342","968,746","576,102",84,44,25,19,37
"170,114","185,531","505,139","663,198","687,107",94,31,28,20,44
"235,170","29,740","472,333","793,739","666,385",93,32,26,13,29
"159,381","404,224","611,929","908,540","833,313",73,43,20,27,29
"253,849","312,942","272,378","979,301","845,507",93,42,48,35,58
"83,477","164,319","567,609","860,703","530,293",40,25,42,20,58
"116,544","167,419","505,120","831,776","458,132",45,24,30,5,65
"103,009","260,248","597,939","1,281,243","373,214",87,28,26,14,55
"87,881","286,634","872,350","579,608","651,196",79,9,42,31,80
"120,684","248,701","404,400","708,837","721,219",40,35,24,27,82
"133,210","271,477","425,668","482,130","1,008,463",90,53,31,26,39
"188,837","276,566","446,570","984,544","628,786",51,52,32,35,34
"180,298","236,103","138,247","637,891","550,858",68,49,44,11,30
"197,293","394,333","231,821","632,350","580,774",58,36,24,18,66
"84,734","375,084","344,499","832,891","842,611",85,48,46,20,69
"140,894","343,369","498,856","694,665","598,138",98,13,40,10,72
"183,583","392,051","497,750","886,097","217,555",60,61,35,19,65
"171,398","274,571","641,815","851,766","264,035",25,33,41,16,40
"77,648","283,528","705,720","1,002,121","575,639",84,36,39,15,39
"182,238","286,149","561,575","276,607","789,202",38,38,29,25,48
"231,574","285,074","307,060","998,386","554,825",63,45,30,29,53
"131,301","376,126","454,149","551,025","478,211",78,35,48,12,55
"91,135","218,787","390,518","725,421","510,172",100,40,48,16,64
"97,119","165,202","597,880","813,511","440,821",69,46,16,32,34
"138,643","322,307","422,480","695,916","463,870",79,47,33,19,56
"131,812","183,489","366,588","963,061","130,002",74,38,28,15,25
"108,647","323,297","128,194","1,143,098","611,156",33,29,22,14,55
"161,675","344,646","163,756","1,067,060","524,783",32,40,44,29,62
"143,155","339,808","620,698","526,330","818,966",45,35,24,10,25
